,Collection,PatientID,PatientName,StudyInstanceUID,StudyDate,StudyDescription,SeriesCount,SeriesInstanceUID,Modality,SeriesDescription,SeriesNumber,Manufacturer,ManufacturerModelName,SoftwareVersions,Visibility,ImageCount,SeriesDate
4155,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247240734.2,2009-07-10,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.4136.1247243823.79,CT,SliceTh-3_SliceInc-_ReconFilter-C,266.000000,Philips,Mx8000 IDT 16,3.2.0,1,199,
4156,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247240734.2,2009-07-10,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.4136.1247242539.30,CT,SliceTh-2_SliceInc-_ReconFilter-B,250.000000,Philips,Mx8000 IDT 16,3.2.0,1,299,
4157,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247240734.2,2009-07-10,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.4136.1247245186.122,CT,SliceTh-5_SliceInc-_ReconFilter-C,285.000000,Philips,Mx8000 IDT 16,3.2.0,1,119,
4158,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247240734.2,2009-07-10,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.4136.1247244664.111,CT,SliceTh-5_SliceInc-_ReconFilter-B,282.000000,Philips,Mx8000 IDT 16,3.2.0,1,119,
4159,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247240734.2,2009-07-10,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.4136.1247242081.16,CT,SliceTh-2_SliceInc-_ReconFilter-B,244.000000,Philips,Mx8000 IDT 16,3.2.0,1,299,
4160,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247240734.2,2009-07-10,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.4136.1247242507.20,CT,SliceTh-2_SliceInc-_ReconFilter-C,247.000000,Philips,Mx8000 IDT 16,3.2.0,1,299,
4161,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247240734.2,2009-07-10,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.4136.1247242673.44,CT,SliceTh-2_SliceInc-_ReconFilter-B,256.000000,Philips,Mx8000 IDT 16,3.2.0,1,299,
4162,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247240734.2,2009-07-10,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.4136.1247242673.45,CT,SliceTh-3_SliceInc-_ReconFilter-B,257.000000,Philips,Mx8000 IDT 16,3.2.0,1,199,
4163,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247240734.2,2009-07-10,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.4136.1247245402.138,CT,SliceTh-3_SliceInc-_ReconFilter-B,293.000000,Philips,Mx8000 IDT 16,3.2.0,1,199,
4164,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247240734.2,2009-07-10,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.4136.1247242081.14,CT,SliceTh-3_SliceInc-_ReconFilter-C,242.000000,Philips,Mx8000 IDT 16,3.2.0,1,199,
4165,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247240734.2,2009-07-10,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.4136.1247245828.141,CT,SliceTh-2_SliceInc-_ReconFilter-C,295.000000,Philips,Mx8000 IDT 16,3.2.0,1,299,
4166,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247240734.2,2009-07-10,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.4136.1247244064.95,CT,SliceTh-2_SliceInc-_ReconFilter-B,274.000000,Philips,Mx8000 IDT 16,3.2.0,1,299,
4167,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247240734.2,2009-07-10,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.4136.1247244064.96,CT,SliceTh-3_SliceInc-_ReconFilter-B,275.000000,Philips,Mx8000 IDT 16,3.2.0,1,199,
4168,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247240734.2,2009-07-10,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.4136.1247242641.34,CT,SliceTh-2_SliceInc-_ReconFilter-C,253.000000,Philips,Mx8000 IDT 16,3.2.0,1,299,
4169,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247240734.2,2009-07-10,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.4136.1247245876.151,CT,SliceTh-2_SliceInc-_ReconFilter-B,298.000000,Philips,Mx8000 IDT 16,3.2.0,1,299,
4170,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247240734.2,2009-07-10,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.4136.1247244064.94,CT,SliceTh-5_SliceInc-_ReconFilter-C,273.000000,Philips,Mx8000 IDT 16,3.2.0,1,119,
4171,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247240734.2,2009-07-10,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.4136.1247244630.99,CT,SliceTh-2_SliceInc-_ReconFilter-C,277.000000,Philips,Mx8000 IDT 16,3.2.0,1,299,
4172,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247240734.2,2009-07-10,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.4136.1247245402.139,CT,SliceTh-5_SliceInc-_ReconFilter-B,294.000000,Philips,Mx8000 IDT 16,3.2.0,1,119,
4173,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247240734.2,2009-07-10,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.4136.1247243271.48,CT,SliceTh-2_SliceInc-_ReconFilter-C,259.000000,Philips,Mx8000 IDT 16,3.2.0,1,299,
4174,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247240734.2,2009-07-10,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.4136.1247242027.6,CT,SliceTh-2_SliceInc-_ReconFilter-C,241.000000,Philips,Mx8000 IDT 16,3.2.0,1,299,
4175,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247240734.2,2009-07-10,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.4136.1247242673.43,CT,SliceTh-5_SliceInc-_ReconFilter-C,255.000000,Philips,Mx8000 IDT 16,3.2.0,1,119,
4176,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247240734.2,2009-07-10,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.4136.1247243303.59,CT,SliceTh-3_SliceInc-_ReconFilter-B,263.000000,Philips,Mx8000 IDT 16,3.2.0,1,199,
4177,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247240734.2,2009-07-10,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.4136.1247242539.29,CT,SliceTh-5_SliceInc-_ReconFilter-C,249.000000,Philips,Mx8000 IDT 16,3.2.0,1,119,
4178,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247240734.2,2009-07-10,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.4136.1247245876.150,CT,SliceTh-5_SliceInc-_ReconFilter-C,297.000000,Philips,Mx8000 IDT 16,3.2.0,1,119,
4179,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247240734.2,2009-07-10,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.4136.1247245186.124,CT,SliceTh-3_SliceInc-_ReconFilter-B,287.000000,Philips,Mx8000 IDT 16,3.2.0,1,199,
4180,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247240734.2,2009-07-10,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.4136.1247244064.97,CT,SliceTh-5_SliceInc-_ReconFilter-B,276.000000,Philips,Mx8000 IDT 16,3.2.0,1,119,
4181,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247240734.2,2009-07-10,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.4136.1247243303.56,CT,SliceTh-3_SliceInc-_ReconFilter-C,260.000000,Philips,Mx8000 IDT 16,3.2.0,1,199,
4182,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247240734.2,2009-07-10,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.4136.1247242081.15,CT,SliceTh-5_SliceInc-_ReconFilter-C,243.000000,Philips,Mx8000 IDT 16,3.2.0,1,119,
4183,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247240734.2,2009-07-10,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.4136.1247245150.113,CT,SliceTh-2_SliceInc-_ReconFilter-C,283.000000,Philips,Mx8000 IDT 16,3.2.0,1,299,
4184,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247240734.2,2009-07-10,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.4136.1247245876.149,CT,SliceTh-3_SliceInc-_ReconFilter-C,296.000000,Philips,Mx8000 IDT 16,3.2.0,1,199,
4185,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247240734.2,2009-07-10,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.4136.1247243823.82,CT,SliceTh-3_SliceInc-_ReconFilter-B,269.000000,Philips,Mx8000 IDT 16,3.2.0,1,199,
4186,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247240734.2,2009-07-10,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.4136.1247242673.42,CT,SliceTh-3_SliceInc-_ReconFilter-C,254.000000,Philips,Mx8000 IDT 16,3.2.0,1,199,
4187,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247240734.2,2009-07-10,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.4136.1247243303.57,CT,SliceTh-5_SliceInc-_ReconFilter-C,261.000000,Philips,Mx8000 IDT 16,3.2.0,1,119,
4188,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247240734.2,2009-07-10,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.4136.1247242539.28,CT,SliceTh-3_SliceInc-_ReconFilter-C,248.000000,Philips,Mx8000 IDT 16,3.2.0,1,199,
4189,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247240734.2,2009-07-10,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.4136.1247245186.123,CT,SliceTh-2_SliceInc-_ReconFilter-B,286.000000,Philips,Mx8000 IDT 16,3.2.0,1,299,
4190,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247240734.2,2009-07-10,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.4136.1247245364.127,CT,SliceTh-2_SliceInc-_ReconFilter-C,289.000000,Philips,Mx8000 IDT 16,3.2.0,1,299,
4191,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247240734.2,2009-07-10,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.4136.1247245402.135,CT,SliceTh-3_SliceInc-_ReconFilter-C,290.000000,Philips,Mx8000 IDT 16,3.2.0,1,199,
4192,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247240734.2,2009-07-10,Scanner-Philips_Exp-100_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.4136.1247245876.152,CT,SliceTh-3_SliceInc-_ReconFilter-B,299.000000,Philips,Mx8000 IDT 16,3.2.0,1,199,
4193,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247246725.3,2009-07-10,Scanner-Philips_Exp-20_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.6052.1247247044.6,CT,SliceTh-2_SliceInc-_ReconFilter-C,301.000000,Philips,Mx8000 IDT 16,3.2.0,1,299,
4194,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247246725.3,2009-07-10,Scanner-Philips_Exp-20_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.6052.1247248504.74,CT,SliceTh-5_SliceInc-_ReconFilter-B,330.000000,Philips,Mx8000 IDT 16,3.2.0,1,119,
4195,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247246725.3,2009-07-10,Scanner-Philips_Exp-20_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.6052.1247249656.101,CT,SliceTh-3_SliceInc-_ReconFilter-B,341.000000,Philips,Mx8000 IDT 16,3.2.0,1,199,
4196,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247246725.3,2009-07-10,Scanner-Philips_Exp-20_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.6052.1247248346.48,CT,SliceTh-2_SliceInc-_ReconFilter-C,319.000000,Philips,Mx8000 IDT 16,3.2.0,1,299,
4197,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247246725.3,2009-07-10,Scanner-Philips_Exp-20_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.6052.1247248458.58,CT,SliceTh-2_SliceInc-_ReconFilter-B,322.000000,Philips,Mx8000 IDT 16,3.2.0,1,299,
4198,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247246725.3,2009-07-10,Scanner-Philips_Exp-20_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.6052.1247250011.113,CT,SliceTh-5_SliceInc-_ReconFilter-C,345.000000,Philips,Mx8000 IDT 16,3.2.0,1,119,
4199,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247246725.3,2009-07-10,Scanner-Philips_Exp-20_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.6052.1247248504.73,CT,SliceTh-3_SliceInc-_ReconFilter-B,329.000000,Philips,Mx8000 IDT 16,3.2.0,1,199,
4200,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247246725.3,2009-07-10,Scanner-Philips_Exp-20_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.6052.1247247768.46,CT,SliceTh-5_SliceInc-_ReconFilter-B,318.000000,Philips,Mx8000 IDT 16,3.2.0,1,119,
4201,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247246725.3,2009-07-10,Scanner-Philips_Exp-20_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.6052.1247248504.71,CT,SliceTh-5_SliceInc-_ReconFilter-C,327.000000,Philips,Mx8000 IDT 16,3.2.0,1,119,
4202,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247246725.3,2009-07-10,Scanner-Philips_Exp-20_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.6052.1247247235.28,CT,SliceTh-3_SliceInc-_ReconFilter-C,308.000000,Philips,Mx8000 IDT 16,3.2.0,1,199,
4203,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247246725.3,2009-07-10,Scanner-Philips_Exp-20_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.6052.1247250011.115,CT,SliceTh-3_SliceInc-_ReconFilter-B,347.000000,Philips,Mx8000 IDT 16,3.2.0,1,199,
4204,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247246725.3,2009-07-10,Scanner-Philips_Exp-20_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.6052.1247247768.42,CT,SliceTh-3_SliceInc-_ReconFilter-C,314.000000,Philips,Mx8000 IDT 16,3.2.0,1,199,
4205,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247246725.3,2009-07-10,Scanner-Philips_Exp-20_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.6052.1247250998.140,CT,SliceTh-3_SliceInc-_ReconFilter-C,356.000000,Philips,Mx8000 IDT 16,3.2.0,1,199,
4206,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247246725.3,2009-07-10,Scanner-Philips_Exp-20_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.6052.1247249412.85,CT,SliceTh-5_SliceInc-_ReconFilter-C,333.000000,Philips,Mx8000 IDT 16,3.2.0,1,119,
4207,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247246725.3,2009-07-10,Scanner-Philips_Exp-20_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.6052.1247248471.62,CT,SliceTh-2_SliceInc-_ReconFilter-C,325.000000,Philips,Mx8000 IDT 16,3.2.0,1,299,
4208,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247246725.3,2009-07-10,Scanner-Philips_Exp-20_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.6052.1247250998.144,CT,SliceTh-5_SliceInc-_ReconFilter-B,360.000000,Philips,Mx8000 IDT 16,3.2.0,1,119,
4209,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247246725.3,2009-07-10,Scanner-Philips_Exp-20_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.6052.1247250951.132,CT,SliceTh-2_SliceInc-_ReconFilter-C,355.000000,Philips,Mx8000 IDT 16,3.2.0,1,299,
4210,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247246725.3,2009-07-10,Scanner-Philips_Exp-20_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.6052.1247249412.84,CT,SliceTh-3_SliceInc-_ReconFilter-C,332.000000,Philips,Mx8000 IDT 16,3.2.0,1,199,
4211,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247246725.3,2009-07-10,Scanner-Philips_Exp-20_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.6052.1247247235.31,CT,SliceTh-3_SliceInc-_ReconFilter-B,311.000000,Philips,Mx8000 IDT 16,3.2.0,1,199,
4212,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247246725.3,2009-07-10,Scanner-Philips_Exp-20_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.6052.1247248458.56,CT,SliceTh-3_SliceInc-_ReconFilter-C,320.000000,Philips,Mx8000 IDT 16,3.2.0,1,199,
4213,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247246725.3,2009-07-10,Scanner-Philips_Exp-20_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.6052.1247250782.130,CT,SliceTh-5_SliceInc-_ReconFilter-B,354.000000,Philips,Mx8000 IDT 16,3.2.0,1,119,
4214,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247246725.3,2009-07-10,Scanner-Philips_Exp-20_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.6052.1247249376.76,CT,SliceTh-2_SliceInc-_ReconFilter-C,331.000000,Philips,Mx8000 IDT 16,3.2.0,1,299,
4215,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247246725.3,2009-07-10,Scanner-Philips_Exp-20_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.6052.1247247099.18,CT,SliceTh-5_SliceInc-_ReconFilter-B,306.000000,Philips,Mx8000 IDT 16,3.2.0,1,119,
4216,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247246725.3,2009-07-10,Scanner-Philips_Exp-20_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.6052.1247250782.126,CT,SliceTh-3_SliceInc-_ReconFilter-C,350.000000,Philips,Mx8000 IDT 16,3.2.0,1,199,
4217,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247246725.3,2009-07-10,Scanner-Philips_Exp-20_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.6052.1247250011.116,CT,SliceTh-5_SliceInc-_ReconFilter-B,348.000000,Philips,Mx8000 IDT 16,3.2.0,1,119,
4218,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247246725.3,2009-07-10,Scanner-Philips_Exp-20_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.6052.1247250782.129,CT,SliceTh-3_SliceInc-_ReconFilter-B,353.000000,Philips,Mx8000 IDT 16,3.2.0,1,199,
4219,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247246725.3,2009-07-10,Scanner-Philips_Exp-20_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.6052.1247247735.34,CT,SliceTh-2_SliceInc-_ReconFilter-C,313.000000,Philips,Mx8000 IDT 16,3.2.0,1,299,
4220,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247246725.3,2009-07-10,Scanner-Philips_Exp-20_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.6052.1247249656.98,CT,SliceTh-3_SliceInc-_ReconFilter-C,338.000000,Philips,Mx8000 IDT 16,3.2.0,1,199,
4221,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247246725.3,2009-07-10,Scanner-Philips_Exp-20_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.6052.1247247099.14,CT,SliceTh-3_SliceInc-_ReconFilter-C,302.000000,Philips,Mx8000 IDT 16,3.2.0,1,199,
4222,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247246725.3,2009-07-10,Scanner-Philips_Exp-20_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.6052.1247247205.20,CT,SliceTh-2_SliceInc-_ReconFilter-C,307.000000,Philips,Mx8000 IDT 16,3.2.0,1,299,
4223,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247246725.3,2009-07-10,Scanner-Philips_Exp-20_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.6052.1247250998.143,CT,SliceTh-3_SliceInc-_ReconFilter-B,359.000000,Philips,Mx8000 IDT 16,3.2.0,1,199,
4224,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247246725.3,2009-07-10,Scanner-Philips_Exp-20_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.6052.1247248504.70,CT,SliceTh-3_SliceInc-_ReconFilter-C,326.000000,Philips,Mx8000 IDT 16,3.2.0,1,199,
4225,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247246725.3,2009-07-10,Scanner-Philips_Exp-20_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.6052.1247249974.104,CT,SliceTh-2_SliceInc-_ReconFilter-C,343.000000,Philips,Mx8000 IDT 16,3.2.0,1,299,
4226,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247246725.3,2009-07-10,Scanner-Philips_Exp-20_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.6052.1247250998.141,CT,SliceTh-5_SliceInc-_ReconFilter-C,357.000000,Philips,Mx8000 IDT 16,3.2.0,1,119,
4227,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247246725.3,2009-07-10,Scanner-Philips_Exp-20_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.6052.1247248504.72,CT,SliceTh-2_SliceInc-_ReconFilter-B,328.000000,Philips,Mx8000 IDT 16,3.2.0,1,299,
4228,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247246725.3,2009-07-10,Scanner-Philips_Exp-20_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.6052.1247249656.99,CT,SliceTh-5_SliceInc-_ReconFilter-C,339.000000,Philips,Mx8000 IDT 16,3.2.0,1,119,
4229,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247246725.3,2009-07-10,Scanner-Philips_Exp-20_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.6052.1247250782.127,CT,SliceTh-5_SliceInc-_ReconFilter-C,351.000000,Philips,Mx8000 IDT 16,3.2.0,1,119,
4230,Phantom FDA,NoduleLayout_8,Thoracic Phantom,1.2.840.113704.1.111.3080.1247246725.3,2009-07-10,Scanner-Philips_Exp-20_Pitch-1.2_SlCol-16x1.5mm,60,1.2.840.113704.1.111.6052.1247249656.102,CT,SliceTh-5_SliceInc-_ReconFilter-B,342.000000,Philips,Mx8000 IDT 16,3.2.0,1,119,
